frequency,Aol_dB,Aol_arg
4.606449740000000224e+06,2.583517820000000142e+01,1.219103439999999949e+02
4.821346190000000410e+06,2.554694879999999912e+01,1.207419869999999946e+02
5.046267830000000075e+06,2.525171590000000066e+01,1.195981890000000050e+02
5.281682339999999851e+06,2.494978589999999841e+01,1.184801640000000020e+02
5.528079209999999963e+06,2.464147140000000036e+01,1.173889379999999960e+02
5.785970799999999814e+06,2.432708859999999973e+01,1.163253519999999952e+02
6.055893339999999851e+06,2.400695389999999918e+01,1.152900750000000016e+02
6.338408099999999627e+06,2.368138150000000053e+01,1.142836020000000019e+02
6.634102509999999776e+06,2.335068180000000027e+01,1.133062740000000019e+02
6.943591429999999702e+06,2.301515829999999951e+01,1.123582799999999935e+02
7.267518379999999888e+06,2.267510710000000174e+01,1.114396749999999940e+02
7.606556910000000149e+06,2.233081460000000007e+01,1.105503870000000006e+02
7.961412000000000000e+06,2.198255719999999869e+01,1.096902309999999972e+02
8.332821509999999776e+06,2.163059989999999999e+01,1.088589220000000068e+02
8.721557720000000671e+06,2.127519579999999877e+01,1.080560839999999985e+02
9.128428949999999255e+06,2.091658599999999879e+01,1.072812619999999981e+02
9.554281210000000894e+06,2.055499890000000107e+01,1.065339349999999996e+02
1.000000000000000000e+07,2.019065069999999906e+01,1.058135199999999969e+02
1.046651209999999963e+07,1.982374499999999884e+01,1.051193899999999957e+02
1.095478759999999963e+07,1.945447340000000125e+01,1.044508749999999964e+02
1.146584169999999925e+07,1.908301519999999840e+01,1.038072719999999975e+02
1.200073709999999963e+07,1.870953850000000074e+01,1.031878540000000015e+02
1.256058600000000000e+07,1.833420020000000150e+01,1.025918750000000017e+02
1.314655250000000000e+07,1.795714630000000156e+01,1.020185740000000010e+02
1.375985509999999963e+07,1.757851279999999861e+01,1.014671840000000032e+02
1.440176900000000000e+07,1.719842609999999894e+01,1.009369319999999988e+02
1.507362900000000000e+07,1.681700319999999849e+01,1.004270460000000043e+02
1.577683200000000000e+07,1.643435270000000159e+01,9.993675749999999880e+01
1.651284040000000037e+07,1.605057490000000087e+01,9.946530239999999878e+01
1.728318439999999851e+07,1.566576249999999959e+01,9.901192639999999301e+01
1.808946580000000075e+07,1.528000130000000034e+01,9.857588529999999594e+01
1.893336130000000075e+07,1.489337019999999967e+01,9.815644659999999533e+01
1.981662550000000000e+07,1.450594199999999923e+01,9.775289130000000171e+01
2.074109510000000149e+07,1.411778379999999977e+01,9.736451460000000679e+01
2.170869230000000075e+07,1.372895740000000053e+01,9.699062680000000114e+01
2.272142910000000149e+07,1.333951949999999975e+01,9.663055369999999300e+01
2.378141130000000075e+07,1.294952250000000049e+01,9.628363729999999521e+01
2.489084289999999851e+07,1.255901429999999941e+01,9.594923540000000628e+01
2.605203089999999851e+07,1.216803900000000027e+01,9.562672220000000323e+01
2.726738969999999925e+07,1.177663740000000026e+01,9.531548809999999605e+01
2.853944639999999851e+07,1.138484650000000009e+01,9.501493890000000420e+01
2.987084610000000149e+07,1.099270079999999972e+01,9.472449650000000076e+01
3.126435730000000075e+07,1.060023160000000075e+01,9.444359769999999799e+01
3.272287739999999851e+07,1.020746789999999926e+01,9.417169409999999630e+01
3.424943920000000298e+07,9.814436399999999949e+00,9.390825159999999983e+01
3.584721710000000149e+07,9.421161520000000067e+00,9.365274960000000704e+01
3.751953310000000149e+07,9.027665830000000113e+00,9.340468090000000245e+01
3.926986479999999702e+07,8.633970140000000626e+00,9.316355070000000183e+01
4.110185150000000000e+07,8.240093630000000502e+00,9.292887580000000014e+01
4.301930270000000298e+07,7.846054060000000163e+00,9.270018439999999771e+01
4.502620520000000298e+07,7.451867830000000303e+00,9.247701510000000269e+01
4.712673220000000298e+07,7.057550199999999663e+00,9.225891640000000393e+01
4.932525129999999702e+07,6.663115340000000053e+00,9.204544570000000192e+01
5.162633400000000000e+07,6.268576480000000117e+00,9.183616870000000176e+01
5.403476500000000000e+07,5.873946000000000112e+00,9.163065899999999431e+01
5.655555229999999702e+07,5.479235530000000409e+00,9.142849680000000490e+01
5.919393720000000298e+07,5.084456059999999944e+00,9.122926850000000343e+01
6.195540610000000149e+07,4.689618000000000286e+00,9.103256609999999682e+01
6.484570079999999702e+07,4.294731310000000413e+00,9.083798620000000312e+01
6.787083129999999702e+07,3.899805520000000136e+00,9.064512929999999358e+01
7.103708770000000298e+07,3.504849870000000145e+00,9.045359919999999931e+01
7.435105390000000596e+07,3.109873320000000163e+00,9.026300209999999424e+01
7.781962059999999404e+07,2.714884699999999818e+00,9.007294609999999579e+01
8.145000009999999404e+07,2.319892709999999969e+00,8.988304010000000233e+01
8.524974120000000298e+07,1.924906030000000046e+00,8.969289349999999672e+01
8.922674490000000596e+07,1.529933399999999999e+00,8.950211509999999748e+01
9.338928050000000000e+07,1.134983639999999960e+00,8.931031249999999488e+01
9.774600359999999404e+07,7.400658049999999655e-01,8.911709159999999486e+01
1.023059730000000000e+08,3.451891670000000190e-01,8.892205529999999669e+01
1.070786700000000000e+08,-4.963664050000000244e-02,8.872480349999999305e+01
1.120740200000000000e+08,-4.444015769999999921e-01,8.852493160000000216e+01
1.173024090000000000e+08,-8.390951020000000371e-01,8.832203029999999444e+01
1.227747080000000000e+08,-1.233706090000000088e+00,8.811568479999999681e+01
1.285022970000000000e+08,-1.628222760000000102e+00,8.790547390000000405e+01
1.344970850000000000e+08,-2.022632530000000095e+00,8.769096910000000378e+01
1.407715370000000000e+08,-2.416921990000000076e+00,8.747173449999999661e+01
1.473386990000000000e+08,-2.811076729999999912e+00,8.724732550000000231e+01
1.542122280000000000e+08,-3.205081240000000165e+00,8.701728810000000180e+01
1.614064150000000000e+08,-3.598918830000000124e+00,8.678115880000000004e+01
1.689362200000000000e+08,-3.992571429999999921e+00,8.653846299999999303e+01
1.768172990000000000e+08,-4.386019509999999677e+00,8.628871510000000455e+01
1.850660400000000000e+08,-4.779241899999999710e+00,8.603141720000000703e+01
1.936995950000000000e+08,-5.172215610000000297e+00,8.576605910000000677e+01
2.027359160000000000e+08,-5.564915680000000364e+00,8.549211719999999559e+01
2.121937920000000000e+08,-5.957315000000000360e+00,8.520905390000000068e+01
2.220928890000000000e+08,-6.349384070000000158e+00,8.491631759999999929e+01
2.324537910000000000e+08,-6.741090810000000211e+00,8.461334159999999827e+01
2.432980420000000000e+08,-7.132400299999999582e+00,8.429954379999999503e+01
2.546481900000000000e+08,-7.523274540000000066e+00,8.397432670000000599e+01
2.665278370000000000e+08,-7.913672209999999652e+00,8.363707660000000033e+01
2.789616830000000000e+08,-8.303548299999999216e+00,8.328716400000000419e+01
2.919755830000000000e+08,-8.692853859999999599e+00,8.292394299999999419e+01
3.055965980000000000e+08,-9.081535669999999172e+00,8.254675149999999917e+01
3.198530490000000000e+08,-9.469535840000000704e+00,8.215491179999999360e+01
3.347745810000000000e+08,-9.856791460000000171e+00,8.174773030000000063e+01
3.503922210000000000e+08,-1.024323419999999984e+01,8.132449880000000064e+01
3.667384420000000000e+08,-1.062879000000000040e+01,8.088449479999999880e+01
3.838472340000000000e+08,-1.101337820000000001e+01,8.042698289999999872e+01
4.017541730000000000e+08,-1.139691179999999981e+01,7.995121589999999401e+01
4.204964910000000000e+08,-1.177929630000000039e+01,7.945643669999999759e+01
4.401131620000000000e+08,-1.216042949999999934e+01,7.894188040000000228e+01
4.606449740000000000e+08,-1.254020110000000088e+01,7.840677660000000060e+01
4.821346190000000000e+08,-1.291849200000000053e+01,7.785035220000000322e+01
5.046267830000000000e+08,-1.329517369999999943e+01,7.727183530000000644e+01
5.281682340000000000e+08,-1.367010800000000081e+01,7.667045869999999752e+01
5.528079210000000000e+08,-1.404314650000000064e+01,7.604546460000000252e+01
5.785970800000000000e+08,-1.441412979999999955e+01,7.539610989999999902e+01
6.055893340000000000e+08,-1.478288739999999990e+01,7.472167159999999342e+01
6.338408100000000000e+08,-1.514923710000000057e+01,7.402145380000000330e+01
6.634102510000000000e+08,-1.551298489999999930e+01,7.329479480000000535e+01
6.943591430000000000e+08,-1.587392409999999998e+01,7.254107469999999580e+01
7.267518380000000000e+08,-1.623183600000000126e+01,7.175972470000000669e+01
7.606556910000000000e+08,-1.658648930000000021e+01,7.095023600000000386e+01
7.961412000000000000e+08,-1.693764009999999942e+01,7.011217039999999656e+01
8.332821510000000000e+08,-1.728503260000000097e+01,6.924517059999999447e+01
8.721557720000000000e+08,-1.762839920000000049e+01,6.834897159999999872e+01
9.128428950000000000e+08,-1.796746130000000008e+01,6.742341249999999775e+01
9.554281210000000000e+08,-1.830192999999999870e+01,6.646844799999999509e+01
1.000000000000000000e+09,-1.863150770000000023e+01,6.548416079999999795e+01
1.046651210000000000e+09,-1.895588890000000148e+01,6.447077290000000005e+01
1.095478760000000000e+09,-1.927476240000000018e+01,6.342865690000000001e+01
1.146584170000000000e+09,-1.958781319999999937e+01,6.235834669999999846e+01
1.200073710000000000e+09,-1.989472470000000115e+01,6.126054640000000262e+01
1.256058600000000000e+09,-2.019518130000000156e+01,6.013613840000000010e+01
1.314655250000000000e+09,-2.048887140000000073e+01,5.898618909999999715e+01
1.375985510000000000e+09,-2.077549060000000125e+01,5.781195249999999675e+01
1.440176900000000000e+09,-2.105474459999999937e+01,5.661487149999999957e+01
1.507362900000000000e+09,-2.132635270000000105e+01,5.539657590000000198e+01
1.577683200000000000e+09,-2.159005180000000124e+01,5.415887699999999683e+01
1.651284040000000000e+09,-2.184559910000000116e+01,5.290376009999999951e+01
1.728318440000000000e+09,-2.209277600000000064e+01,5.163337159999999670e+01
1.808946580000000000e+09,-2.233139099999999999e+01,5.035000490000000184e+01
1.893336130000000000e+09,-2.256128259999999841e+01,4.905608120000000127e+01
1.981662550000000000e+09,-2.278232209999999824e+01,4.775412870000000254e+01
2.074109510000000000e+09,-2.299441519999999883e+01,4.644675879999999779e+01
2.170869230000000000e+09,-2.319750369999999862e+01,4.513663979999999754e+01
2.272142910000000000e+09,-2.339156669999999849e+01,4.382647010000000165e+01
2.378141130000000000e+09,-2.357662050000000065e+01,4.251895019999999903e+01
2.489084290000000000e+09,-2.375271869999999907e+01,4.121675439999999924e+01
2.605203090000000000e+09,-2.391995119999999986e+01,3.992250349999999770e+01
2.726738970000000000e+09,-2.407844259999999892e+01,3.863873900000000106e+01
2.853944640000000000e+09,-2.422835050000000123e+01,3.736789890000000014e+01
2.987084610000000000e+09,-2.436986290000000110e+01,3.611229579999999828e+01
3.126435730000000000e+09,-2.450319509999999923e+01,3.487409840000000116e+01
3.272287740000000000e+09,-2.462858699999999956e+01,3.365531620000000146e+01
3.424943920000000000e+09,-2.474629960000000040e+01,3.245778659999999860e+01
3.584721710000000000e+09,-2.485661149999999964e+01,3.128316690000000122e+01
3.751953310000000000e+09,-2.495981540000000010e+01,3.013292840000000083e+01
3.926986480000000000e+09,-2.505621479999999934e+01,2.900835419999999942e+01
4.110185150000000000e+09,-2.514612049999999854e+01,2.791054000000000102e+01
4.301930270000000000e+09,-2.522984780000000171e+01,2.684039750000000168e+01
4.502620520000000000e+09,-2.530771319999999847e+01,2.579866000000000170e+01
4.712673220000000000e+09,-2.538003210000000109e+01,2.478588969999999847e+01
4.932525130000000000e+09,-2.544711619999999996e+01,2.380248759999999919e+01
5.162633400000000000e+09,-2.550927180000000050e+01,2.284870280000000164e+01
5.403476500000000000e+09,-2.556679769999999863e+01,2.192464460000000059e+01
5.655555230000000000e+09,-2.561998369999999881e+01,2.103029349999999909e+01
5.919393720000000000e+09,-2.566910980000000109e+01,2.016551349999999942e+01
6.195540610000000000e+09,-2.571444500000000133e+01,1.933006410000000130e+01
6.484570080000000000e+09,-2.575624649999999960e+01,1.852361129999999889e+01
6.787083130000000000e+09,-2.579475970000000018e+01,1.774574009999999902e+01
7.103708770000000000e+09,-2.583021739999999866e+01,1.699596409999999835e+01
7.435105390000000000e+09,-2.586283990000000088e+01,1.627373659999999944e+01
7.781962060000000000e+09,-2.589283520000000038e+01,1.557845979999999919e+01
8.145000010000000000e+09,-2.592039889999999858e+01,1.490949340000000056e+01
8.524974120000000000e+09,-2.594571459999999874e+01,1.426616339999999994e+01
8.922674490000000000e+09,-2.596895419999999888e+01,1.364776870000000031e+01
9.338928050000000000e+09,-2.599027829999999994e+01,1.305358810000000069e+01
9.774600360000000000e+09,-2.600983659999999986e+01,1.248288630000000055e+01
